True
L1,True
L1,A,True
L1,A,C,A,False
L1,A,C,C,False
L1,C,L1,L1,False
L1,C,L1,L2,False
L1,C,L1,A,False
L1,C,L1,C,False
L1,C,L2,L1,False
L1,C,L2,L2,False
L1,C,L2,A,False
L1,C,L2,C,False
L1,C,A,L1,False
L1,C,A,L2,False
L1,C,A,A,False
L1,C,A,C,False
L1,C,C,L1,False
L1,C,C,L2,False
L1,C,C,A,False
L1,C,C,C,False
L2,L1,L1,L1,False
L2,L1,L1,L2,False
L2,L1,L1,A,False
L2,L1,L1,C,False
L2,L1,L2,L1,False
L2,L1,L2,L2,False
L2,L1,L2,A,False
L2,L1,L2,C,False
L2,L1,A,L1,False
L2,L1,A,L2,False
L2,L1,C,L1,False
L2,L1,C,L2,False
L2,L1,C,A,False
L2,L1,C,C,False
L2,L2,L1,L1,False
L2,L2,L1,L2,False
L2,L2,L1,A,False
L2,L2,L1,C,False
L2,L2,L2,L1,False
L2,L2,L2,L2,False
L2,L2,L2,A,False
L2,L2,L2,C,False
L2,L2,A,L1,False
L2,L2,A,L2,False
L2,L2,A,A,False
L2,L2,A,C,False
L2,L2,C,L1,False
L2,L2,C,L2,False
L2,L2,C,A,False
L2,L2,C,C,False
L2,A,L1,L1,False
L2,A,L1,L2,False
L2,A,L1,A,False
L2,A,L1,C,False
L2,A,L2,L1,False
L2,A,L2,L2,False
L2,A,L2,A,False
L2,A,L2,C,False
L2,A,A,L1,False
L2,A,A,L2,False
L2,A,A,A,False
L2,A,A,C,False
L2,A,C,L1,False
L2,A,C,L2,False
L2,A,C,A,False
L2,A,C,C,False
L2,C,L1,L1,False
L2,C,L1,L2,False
L2,C,L1,A,False
L2,C,L1,C,False
L2,C,L2,L1,False
L2,C,L2,L2,False
L2,C,L2,A,False
L2,C,L2,C,False
L2,C,A,L1,False
L2,C,A,L2,False
L2,C,A,A,False
L2,C,A,C,False
L2,C,C,L1,False
L2,C,C,L2,False
L2,C,C,A,False
L2,C,C,C,False
A,L1,L1,L1,False
A,L1,L1,L2,False
A,L1,L1,A,False
A,L1,L1,C,False
A,L1,L2,L1,False
A,L1,L2,L2,False
A,L1,L2,A,False
A,L1,L2,C,False
A,L1,A,L1,False
A,L1,A,L2,False
A,L1,A,A,False
A,L1,A,C,False
A,L1,C,L1,False
A,L1,C,L2,False
A,L1,C,A,False
A,L1,C,C,False
A,L2,L1,L1,False
A,L2,L1,L2,False
A,L2,L1,A,False
A,L2,L1,C,False
A,L2,L2,L1,False
A,L2,L2,L2,False
A,L2,L2,A,False
A,L2,L2,C,False
A,L2,A,L1,False
A,L2,A,L2,False
A,L2,A,A,False
A,L2,A,C,False
A,L2,C,L1,False
A,L2,C,L2,False
A,L2,C,A,False
A,L2,C,C,False
A,A,L1,L1,False
A,A,L1,L2,False
A,A,L1,A,False
A,A,L1,C,False
A,A,L2,L1,False
A,A,L2,L2,False
A,A,L2,A,False
A,A,L2,C,False
A,A,A,L1,False
A,A,A,L2,False
A,A,A,A,False
A,A,A,C,False
A,A,C,L1,False
A,A,C,L2,False
A,A,C,A,False
A,A,C,C,False
A,C,L1,L1,False
A,C,L1,L2,False
A,C,L1,A,False
A,C,L1,C,False
A,C,L2,L1,False
A,C,L2,L2,False
A,C,L2,A,False
A,C,L2,C,False
A,C,A,L1,False
A,C,A,L2,False
A,C,A,A,False
A,C,A,C,False
A,C,C,L1,False
A,C,C,L2,False
A,C,C,A,False
A,C,C,C,False
C,L1,L1,L1,False
C,L1,L1,L2,False
C,L1,L1,A,False
C,L1,L1,C,False
C,L1,L2,L1,False
C,L1,L2,L2,False
C,L1,L2,A,False
C,L1,L2,C,False
C,L1,A,L1,False
C,L1,A,L2,False
C,L1,A,A,False
C,L1,A,C,False
C,L1,C,L1,False
C,L1,C,L2,False
C,L1,C,A,False
C,L1,C,C,False
C,L2,L1,L1,False
C,L2,L1,L2,False
C,L2,L1,A,False
C,L2,L1,C,False
C,L2,L2,L1,False
C,L2,L2,L2,False
C,L2,L2,A,False
C,L2,L2,C,False
C,L2,A,L1,False
C,L2,A,L2,False
C,L2,A,A,False
C,L2,A,C,False
C,L2,C,L1,False
C,L2,C,L2,False
C,L2,C,A,False
C,L2,C,C,False
C,A,L1,L1,False
C,A,L1,L2,False
C,A,L1,A,False
C,A,L1,C,False
C,A,L2,L1,False
C,A,L2,L2,False
C,A,L2,A,False
C,A,L2,C,False
C,A,A,L1,False
C,A,A,L2,False
C,A,A,A,False
C,A,A,C,False
C,A,C,L1,False
C,A,C,L2,False
C,A,C,A,False
C,A,C,C,False
C,C,L1,L1,False
C,C,L1,L2,False
C,C,L1,A,False
C,C,L1,C,False
C,C,L2,L1,False
C,C,L2,L2,False
C,C,L2,A,False
C,C,L2,C,False
C,C,A,L1,False
C,C,A,L2,False
C,C,A,A,False
C,C,A,C,False
C,C,C,L1,False
C,C,C,L2,False
C,C,C,A,False
C,C,C,C,False
L1,L1,L1,L1,L1,False
L1,L1,L1,L1,L2,False
L1,L1,L1,L1,A,False
L1,L1,L1,L1,C,False
L1,L1,L1,L2,L1,False
L1,L1,L1,L2,L2,False
L1,L1,L1,L2,A,False
L1,L1,L1,L2,C,False
L1,L1,L1,A,L1,False
L1,L1,L1,A,L2,False
L1,L1,L1,A,A,False
L1,L1,L1,A,C,False
L1,L1,L1,C,L1,False
L1,L1,L1,C,L2,False
L1,L1,L1,C,A,False
L1,L1,L1,C,C,False
L1,L1,L2,L1,L1,False
L1,L1,L2,L1,L2,False
L1,L1,L2,L1,A,False
L1,L1,L2,L1,C,False
L1,L1,L2,L2,L1,False
L1,L1,L2,L2,L2,False
L1,L1,L2,L2,A,False
L1,L1,L2,L2,C,False
L1,L1,L2,A,L1,False
L1,L1,L2,A,L2,False
L1,L1,L2,A,A,False
L1,L1,L2,A,C,False
L1,L1,L2,C,L1,False
L1,L1,L2,C,L2,False
L1,L1,L2,C,A,False
L1,L1,L2,C,C,False
L1,L1,A,L1,L1,False
L1,L1,A,L1,L2,False
L1,L1,A,L1,A,False
L1,L1,A,L1,C,False
L1,L1,A,L2,L1,False
L1,L1,A,L2,L2,False
L1,L1,A,L2,A,False
L1,L1,A,L2,C,False
L1,L1,A,A,L1,False
L1,L1,A,A,L2,False
L1,L1,A,A,A,False
L1,L1,A,A,C,False
L1,L1,A,C,L1,False
L1,L1,A,C,L2,False
L1,L1,A,C,A,False
L1,L1,A,C,C,False
L1,L1,C,L1,L1,False
L1,L1,C,L1,L2,False
L1,L1,C,L1,A,False
L1,L1,C,L1,C,False
L1,L1,C,L2,L1,False
L1,L1,C,L2,L2,False
L1,L1,C,L2,A,False
L1,L1,C,L2,C,False
L1,L1,C,A,L1,False
L1,L1,C,A,L2,False
L1,L1,C,A,A,False
L1,L1,C,A,C,False
L1,L1,C,C,L1,False
L1,L1,C,C,L2,False
L1,L1,C,C,A,False
L1,L1,C,C,C,False
L1,L2,L1,L1,L1,False
L1,L2,L1,L1,L2,False
L1,L2,L1,L1,A,False
L1,L2,L1,L1,C,False
L1,L2,L1,L2,L1,False
L1,L2,L1,L2,L2,False
L1,L2,L1,L2,A,False
L1,L2,L1,L2,C,False
L1,L2,L1,A,L1,False
L1,L2,L1,A,L2,False
L1,L2,L1,A,A,False
L1,L2,L1,A,C,False
L1,L2,L1,C,L1,False
L1,L2,L1,C,L2,False
L1,L2,L1,C,A,False
L1,L2,L1,C,C,False
L1,L2,L2,L1,L1,False
L1,L2,L2,L1,L2,False
L1,L2,L2,L1,A,False
L1,L2,L2,L1,C,False
L1,L2,L2,L2,L1,False
L1,L2,L2,L2,L2,False
L1,L2,L2,L2,A,False
L1,L2,L2,L2,C,False
L1,L2,L2,A,L1,False
L1,L2,L2,A,L2,False
L1,L2,L2,A,A,False
L1,L2,L2,A,C,False
L1,L2,L2,C,L1,False
L1,L2,L2,C,L2,False
L1,L2,L2,C,A,False
L1,L2,L2,C,C,False
L1,L2,A,L1,L1,False
L1,L2,A,L1,L2,False
L1,L2,A,L1,A,False
L1,L2,A,L1,C,False
L1,L2,A,L2,L1,False
L1,L2,A,L2,L2,False
L1,L2,A,L2,A,False
L1,L2,A,L2,C,False
L1,L2,A,A,L1,False
L1,L2,A,A,L2,False
L1,L2,A,C,L1,False
L1,L2,A,C,L2,False
L1,L2,A,C,A,False
L1,L2,A,C,C,False
L1,L2,C,L1,L1,False
L1,L2,C,L1,L2,False
L1,L2,C,L1,A,False
L1,L2,C,L1,C,False
L1,L2,C,L2,L1,False
L1,L2,C,L2,L2,False
L1,L2,C,L2,A,False
L1,L2,C,L2,C,False
L1,L2,C,A,L1,False
L1,L2,C,A,L2,False
L1,L2,C,A,A,False
L1,L2,C,A,C,False
L1,L2,C,C,L1,False
L1,L2,C,C,L2,False
L1,L2,C,C,A,False
L1,L2,C,C,C,False
L1,A,L1,L1,L1,False
L1,A,L1,L1,L2,False
L1,A,L1,L1,A,False
L1,A,L1,L1,C,False
L1,A,L1,L2,L1,False
L1,A,L1,L2,L2,False
L1,A,L1,L2,A,False
L1,A,L1,L2,C,False
L1,A,L1,A,L1,False
L1,A,L1,A,L2,False
L1,A,L1,A,A,False
L1,A,L1,A,C,False
L1,A,L1,C,L1,False
L1,A,L1,C,L2,False
L1,A,L1,C,A,False
L1,A,L1,C,C,False
L1,A,L2,L1,L1,False
L1,A,L2,L1,L2,False
L1,A,L2,L1,A,False
L1,A,L2,L1,C,False
L1,A,L2,L2,L1,False
L1,A,L2,L2,L2,False
L1,A,L2,L2,A,False
L1,A,L2,L2,C,False
L1,A,L2,A,L1,False
L1,A,L2,A,L2,False
L1,A,L2,C,L1,False
L1,A,L2,C,L2,False
L1,A,L2,C,A,False
L1,A,L2,C,C,False
L1,A,A,L1,L1,False
L1,A,A,L1,L2,False
L1,A,A,L1,A,False
L1,A,A,L1,C,False
L1,A,A,L2,L1,False
L1,A,A,L2,L2,False
L1,A,A,A,L1,False
L1,A,A,C,L1,False
L1,A,A,C,L2,False
L1,A,A,C,A,False
L1,A,A,C,C,False
L1,A,C,L1,L1,False
L1,A,C,L1,L2,False
L1,A,C,L1,A,False
L1,A,C,L1,C,False
L1,A,C,L2,L1,False
L1,A,C,L2,L2,False
L1,A,C,L2,A,False
L1,A,C,L2,C,False
L1,A,C,A,L1,False
L1,A,C,A,L2,False
L1,A,C,A,A,False
L1,A,C,A,C,False
L1,A,C,C,L1,False
L1,A,C,C,L2,False
L1,A,C,C,A,False
L1,A,C,C,C,False
L1,C,L1,L1,L1,False
L1,C,L1,L1,L2,False
L1,C,L1,L1,A,False
L1,C,L1,L1,C,False
L1,C,L1,L2,L1,False
L1,C,L1,L2,L2,False
L1,C,L1,L2,A,False
L1,C,L1,L2,C,False
L1,C,L1,A,L1,False
L1,C,L1,A,L2,False
L1,C,L1,A,A,False
L1,C,L1,A,C,False
L1,C,L1,C,L1,False
L1,C,L1,C,L2,False
L1,C,L1,C,A,False
L1,C,L1,C,C,False
L1,C,L2,L1,L1,False
L1,C,L2,L1,L2,False
L1,C,L2,L1,A,False
L1,C,L2,L1,C,False
L1,C,L2,L2,L1,False
L1,C,L2,L2,L2,False
L1,C,L2,L2,A,False
L1,C,L2,L2,C,False
L1,C,L2,A,L1,False
L1,C,L2,A,L2,False
L1,C,L2,A,A,False
L1,C,L2,A,C,False
L1,C,L2,C,L1,False
L1,C,L2,C,L2,False
L1,C,L2,C,A,False
L1,C,L2,C,C,False
L1,C,A,L1,L1,False
L1,C,A,L1,L2,False
L1,C,A,L1,A,False
L1,C,A,L1,C,False
L1,C,A,L2,L1,False
L1,C,A,L2,L2,False
L1,C,A,L2,A,False
L1,C,A,L2,C,False
L1,C,A,A,L1,False
L1,C,A,A,L2,False
L1,C,A,A,A,False
L1,C,A,A,C,False
L1,C,A,C,L1,False
L1,C,A,C,L2,False
L1,C,A,C,A,False
L1,C,A,C,C,False
L1,C,C,L1,L1,False
L1,C,C,L1,L2,False
L1,C,C,L1,A,False
L1,C,C,L1,C,False
L1,C,C,L2,L1,False
L1,C,C,L2,L2,False
L1,C,C,L2,A,False
L1,C,C,L2,C,False
L1,C,C,A,L1,False
L1,C,C,A,L2,False
L1,C,C,A,A,False
L1,C,C,A,C,False
L1,C,C,C,L1,False
L1,C,C,C,L2,False
L1,C,C,C,A,False
L1,C,C,C,C,False
L2,L1,L1,L1,L1,False
L2,L1,L1,L1,L2,False
L2,L1,L1,L1,A,False
L2,L1,L1,L1,C,False
L2,L1,L1,L2,L1,False
L2,L1,L1,L2,L2,False
L2,L1,L1,L2,A,False
L2,L1,L1,L2,C,False
L2,L1,L1,A,L1,False
L2,L1,L1,A,L2,False
L2,L1,L1,A,A,False
L2,L1,L1,A,C,False
L2,L1,L1,C,L1,False
L2,L1,L1,C,L2,False
L2,L1,L1,C,A,False
L2,L1,L1,C,C,False
L2,L1,L2,L1,L1,False
L2,L1,L2,L1,L2,False
L2,L1,L2,L1,A,False
L2,L1,L2,L1,C,False
L2,L1,L2,L2,L1,False
L2,L1,L2,L2,L2,False
L2,L1,L2,L2,A,False
L2,L1,L2,L2,C,False
L2,L1,L2,A,L1,False
L2,L1,L2,A,L2,False
L2,L1,L2,A,A,False
L2,L1,L2,A,C,False
L2,L1,L2,C,L1,False
L2,L1,L2,C,L2,False
L2,L1,L2,C,A,False
L2,L1,L2,C,C,False
L2,L1,A,L1,L1,False
L2,L1,A,L1,L2,False
L2,L1,A,L1,A,False
L2,L1,A,L1,C,False
L2,L1,A,L2,L1,False
L2,L1,A,L2,L2,False
L2,L1,A,L2,A,False
L2,L1,A,L2,C,False
L2,L1,A,A,L1,False
L2,L1,A,A,L2,False
L2,L1,A,C,L1,False
L2,L1,A,C,L2,False
L2,L1,A,C,A,False
L2,L1,A,C,C,False
L2,L1,C,L1,L1,False
L2,L1,C,L1,L2,False
L2,L1,C,L1,A,False
L2,L1,C,L1,C,False
L2,L1,C,L2,L1,False
L2,L1,C,L2,L2,False
L2,L1,C,L2,A,False
L2,L1,C,L2,C,False
L2,L1,C,A,L1,False
L2,L1,C,A,L2,False
L2,L1,C,A,A,False
L2,L1,C,A,C,False
L2,L1,C,C,L1,False
L2,L1,C,C,L2,False
L2,L1,C,C,A,False
L2,L1,C,C,C,False
L2,L2,L1,L1,L1,False
L2,L2,L1,L1,L2,False
L2,L2,L1,L1,A,False
L2,L2,L1,L1,C,False
L2,L2,L1,L2,L1,False
L2,L2,L1,L2,L2,False
L2,L2,L1,L2,A,False
L2,L2,L1,L2,C,False
L2,L2,L1,A,L1,False
L2,L2,L1,A,L2,False
L2,L2,L1,A,A,False
L2,L2,L1,A,C,False
L2,L2,L1,C,L1,False
L2,L2,L1,C,L2,False
L2,L2,L1,C,A,False
L2,L2,L1,C,C,False
L2,L2,L2,L1,L1,False
L2,L2,L2,L1,L2,False
L2,L2,L2,L1,A,False
L2,L2,L2,L1,C,False
L2,L2,L2,L2,L1,False
L2,L2,L2,L2,L2,False
L2,L2,L2,L2,A,False
L2,L2,L2,L2,C,False
L2,L2,L2,A,L1,False
L2,L2,L2,A,L2,False
L2,L2,L2,A,A,False
L2,L2,L2,A,C,False
L2,L2,L2,C,L1,False
L2,L2,L2,C,L2,False
L2,L2,L2,C,A,False
L2,L2,L2,C,C,False
L2,L2,A,L1,L1,False
L2,L2,A,L1,L2,False
L2,L2,A,L1,A,False
L2,L2,A,L1,C,False
L2,L2,A,L2,L1,False
L2,L2,A,L2,L2,False
L2,L2,A,L2,A,False
L2,L2,A,L2,C,False
L2,L2,A,A,L1,False
L2,L2,A,A,L2,False
L2,L2,A,A,A,False
L2,L2,A,A,C,False
L2,L2,A,C,L1,False
L2,L2,A,C,L2,False
L2,L2,A,C,A,False
L2,L2,A,C,C,False
L2,L2,C,L1,L1,False
L2,L2,C,L1,L2,False
L2,L2,C,L1,A,False
L2,L2,C,L1,C,False
L2,L2,C,L2,L1,False
L2,L2,C,L2,L2,False
L2,L2,C,L2,A,False
L2,L2,C,L2,C,False
L2,L2,C,A,L1,False
L2,L2,C,A,L2,False
L2,L2,C,A,A,False
L2,L2,C,A,C,False
L2,L2,C,C,L1,False
L2,L2,C,C,L2,False
L2,L2,C,C,A,False
L2,L2,C,C,C,False
L2,A,L1,L1,L1,False
L2,A,L1,L1,L2,False
L2,A,L1,L1,A,False
L2,A,L1,L1,C,False
L2,A,L1,L2,L1,False
L2,A,L1,L2,L2,False
L2,A,L1,L2,A,False
L2,A,L1,L2,C,False
L2,A,L1,A,L1,False
L2,A,L1,A,L2,False
L2,A,L1,A,A,False
L2,A,L1,A,C,False
L2,A,L1,C,L1,False
L2,A,L1,C,L2,False
L2,A,L1,C,A,False
L2,A,L1,C,C,False
L2,A,L2,L1,L1,False
L2,A,L2,L1,L2,False
L2,A,L2,L1,A,False
L2,A,L2,L1,C,False
L2,A,L2,L2,L1,False
L2,A,L2,L2,L2,False
L2,A,L2,L2,A,False
L2,A,L2,L2,C,False
L2,A,L2,A,L1,False
L2,A,L2,A,L2,False
L2,A,L2,A,A,False
L2,A,L2,A,C,False
L2,A,L2,C,L1,False
L2,A,L2,C,L2,False
L2,A,L2,C,A,False
L2,A,L2,C,C,False
L2,A,A,L1,L1,False
L2,A,A,L1,L2,False
L2,A,A,L1,A,False
L2,A,A,L1,C,False
L2,A,A,L2,L1,False
L2,A,A,L2,L2,False
L2,A,A,L2,A,False
L2,A,A,L2,C,False
L2,A,A,A,L1,False
L2,A,A,A,L2,False
L2,A,A,A,A,False
L2,A,A,A,C,False
L2,A,A,C,L1,False
L2,A,A,C,L2,False
L2,A,A,C,A,False
L2,A,A,C,C,False
L2,A,C,L1,L1,False
L2,A,C,L1,L2,False
L2,A,C,L1,A,False
L2,A,C,L1,C,False
L2,A,C,L2,L1,False
L2,A,C,L2,L2,False
L2,A,C,L2,A,False
L2,A,C,L2,C,False
L2,A,C,A,L1,False
L2,A,C,A,L2,False
L2,A,C,A,A,False
L2,A,C,A,C,False
L2,A,C,C,L1,False
L2,A,C,C,L2,False
L2,A,C,C,A,False
L2,A,C,C,C,False
L2,C,L1,L1,L1,False
L2,C,L1,L1,L2,False
L2,C,L1,L1,A,False
L2,C,L1,L1,C,False
L2,C,L1,L2,L1,False
L2,C,L1,L2,L2,False
L2,C,L1,L2,A,False
L2,C,L1,L2,C,False
L2,C,L1,A,L1,False
L2,C,L1,A,L2,False
L2,C,L1,A,A,False
L2,C,L1,A,C,False
L2,C,L1,C,L1,False
L2,C,L1,C,L2,False
L2,C,L1,C,A,False
L2,C,L1,C,C,False
L2,C,L2,L1,L1,False
L2,C,L2,L1,L2,False
L2,C,L2,L1,A,False
L2,C,L2,L1,C,False
L2,C,L2,L2,L1,False
L2,C,L2,L2,L2,False
L2,C,L2,L2,A,False
L2,C,L2,L2,C,False
L2,C,L2,A,L1,False
L2,C,L2,A,L2,False
L2,C,L2,A,A,False
L2,C,L2,A,C,False
L2,C,L2,C,L1,False
L2,C,L2,C,L2,False
L2,C,L2,C,A,False
L2,C,L2,C,C,False
L2,C,A,L1,L1,False
L2,C,A,L1,L2,False
L2,C,A,L1,A,False
L2,C,A,L1,C,False
L2,C,A,L2,L1,False
L2,C,A,L2,L2,False
L2,C,A,L2,A,False
L2,C,A,L2,C,False
L2,C,A,A,L1,False
L2,C,A,A,L2,False
L2,C,A,A,A,False
L2,C,A,A,C,False
L2,C,A,C,L1,False
L2,C,A,C,L2,False
L2,C,A,C,A,False
L2,C,A,C,C,False
L2,C,C,L1,L1,False
L2,C,C,L1,L2,False
L2,C,C,L1,A,False
L2,C,C,L1,C,False
L2,C,C,L2,L1,False
L2,C,C,L2,L2,False
L2,C,C,L2,A,False
L2,C,C,L2,C,False
L2,C,C,A,L1,False
L2,C,C,A,L2,False
L2,C,C,A,A,False
L2,C,C,A,C,False
L2,C,C,C,L1,False
L2,C,C,C,L2,False
L2,C,C,C,A,False
L2,C,C,C,C,False
A,L1,L1,L1,L1,False
A,L1,L1,L1,L2,False
A,L1,L1,L1,A,False
A,L1,L1,L1,C,False
A,L1,L1,L2,L1,False
A,L1,L1,L2,L2,False
A,L1,L1,L2,A,False
A,L1,L1,L2,C,False
A,L1,L1,A,L1,False
A,L1,L1,A,L2,False
A,L1,L1,A,A,False
A,L1,L1,A,C,False
A,L1,L1,C,L1,False
A,L1,L1,C,L2,False
A,L1,L1,C,A,False
A,L1,L1,C,C,False
A,L1,L2,L1,L1,False
A,L1,L2,L1,L2,False
A,L1,L2,L1,A,False
A,L1,L2,L1,C,False
A,L1,L2,L2,L1,False
A,L1,L2,L2,L2,False
A,L1,L2,L2,A,False
A,L1,L2,L2,C,False
A,L1,L2,A,L1,False
A,L1,L2,A,L2,False
A,L1,L2,A,A,False
A,L1,L2,A,C,False
A,L1,L2,C,L1,False
A,L1,L2,C,L2,False
A,L1,L2,C,A,False
A,L1,L2,C,C,False
A,L1,A,L1,L1,False
A,L1,A,L1,L2,False
A,L1,A,L1,A,False
A,L1,A,L1,C,False
A,L1,A,L2,L1,False
A,L1,A,L2,L2,False
A,L1,A,L2,A,False
A,L1,A,L2,C,False
A,L1,A,A,L1,False
A,L1,A,A,L2,False
A,L1,A,A,A,False
A,L1,A,A,C,False
A,L1,A,C,L1,False
A,L1,A,C,L2,False
A,L1,A,C,A,False
A,L1,A,C,C,False
A,L1,C,L1,L1,False
A,L1,C,L1,L2,False
A,L1,C,L1,A,False
A,L1,C,L1,C,False
A,L1,C,L2,L1,False
A,L1,C,L2,L2,False
A,L1,C,L2,A,False
A,L1,C,L2,C,False
A,L1,C,A,L1,False
A,L1,C,A,L2,False
A,L1,C,A,A,False
A,L1,C,A,C,False
A,L1,C,C,L1,False
A,L1,C,C,L2,False
A,L1,C,C,A,False
A,L1,C,C,C,False
A,L2,L1,L1,L1,False
A,L2,L1,L1,L2,False
A,L2,L1,L1,A,False
A,L2,L1,L1,C,False
A,L2,L1,L2,L1,False
A,L2,L1,L2,L2,False
A,L2,L1,L2,A,False
A,L2,L1,L2,C,False
A,L2,L1,A,L1,False
A,L2,L1,A,L2,False
A,L2,L1,A,A,False
A,L2,L1,A,C,False
A,L2,L1,C,L1,False
A,L2,L1,C,L2,False
A,L2,L1,C,A,False
A,L2,L1,C,C,False
A,L2,L2,L1,L1,False
A,L2,L2,L1,L2,False
A,L2,L2,L1,A,False
A,L2,L2,L1,C,False
A,L2,L2,L2,L1,False
A,L2,L2,L2,L2,False
A,L2,L2,L2,A,False
A,L2,L2,L2,C,False
A,L2,L2,A,L1,False
A,L2,L2,A,L2,False
A,L2,L2,A,A,False
A,L2,L2,A,C,False
A,L2,L2,C,L1,False
A,L2,L2,C,L2,False
A,L2,L2,C,A,False
A,L2,L2,C,C,False
A,L2,A,L1,L1,False
A,L2,A,L1,L2,False
A,L2,A,L1,A,False
A,L2,A,L1,C,False
A,L2,A,L2,L1,False
A,L2,A,L2,L2,False
A,L2,A,L2,A,False
A,L2,A,L2,C,False
A,L2,A,A,L1,False
A,L2,A,A,L2,False
A,L2,A,A,A,False
A,L2,A,A,C,False
A,L2,A,C,L1,False
A,L2,A,C,L2,False
A,L2,A,C,A,False
A,L2,A,C,C,False
A,L2,C,L1,L1,False
A,L2,C,L1,L2,False
A,L2,C,L1,A,False
A,L2,C,L1,C,False
A,L2,C,L2,L1,False
A,L2,C,L2,L2,False
A,L2,C,L2,A,False
A,L2,C,L2,C,False
A,L2,C,A,L1,False
A,L2,C,A,L2,False
A,L2,C,A,A,False
A,L2,C,A,C,False
A,L2,C,C,L1,False
A,L2,C,C,L2,False
A,L2,C,C,A,False
A,L2,C,C,C,False
A,A,L1,L1,L1,False
A,A,L1,L1,L2,False
A,A,L1,L1,A,False
A,A,L1,L1,C,False
A,A,L1,L2,L1,False
A,A,L1,L2,L2,False
A,A,L1,L2,A,False
A,A,L1,L2,C,False
A,A,L1,A,L1,False
A,A,L1,A,L2,False
A,A,L1,A,A,False
A,A,L1,A,C,False
A,A,L1,C,L1,False
A,A,L1,C,L2,False
A,A,L1,C,A,False
A,A,L1,C,C,False
A,A,L2,L1,L1,False
A,A,L2,L1,L2,False
A,A,L2,L1,A,False
A,A,L2,L1,C,False
A,A,L2,L2,L1,False
A,A,L2,L2,L2,False
A,A,L2,L2,A,False
